1000 5
1.023807820361742671e+00 -8.430771124678597683e-01 7.128381543862478686e-01 -2.163403191675468573e+00 2.634983730254879530e-01
-6.908531878217238908e-02 -1.477035422901716299e-01 -7.006588345361773884e-01 8.246109899842024582e-01 -1.447658174877647190e-02
-3.874590667402172395e-02 -1.179541129447702952e+00 -1.031385864041165057e+00 9.292218021379216042e-01 1.196719988044383953e+00
2.719332540903563467e-01 -9.077165816195452040e-04 1.734722322587090304e-01 -9.340951546395512839e-01 -4.732702624528907498e-02
2.826784138044340922e-01 -1.483788871051259006e+00 -1.381407093484545046e+00 1.454502110441668661e+00 -8.909814264590129596e-02
-1.196486928045368492e+00 1.342250118344918697e+00 -9.016492615942492961e-01 -1.446930976285731418e+00 -6.343382563493864534e-01
6.233663845036798712e-01 4.833318632334755449e-01 -7.737789518527148358e-01 1.046061847008922685e+00 -2.897111903866959048e-01
-3.151297936794936194e-01 -1.323292908011020064e+00 9.331065720019210419e-02 8.476412311716281511e-01 -4.455003635135815904e-02
1.248853545325403269e+00 -7.057159079540575863e-01 1.561115454198666042e+00 -8.724459734483345219e-01 -2.168339448098747374e-03
-1.549074174625066774e-02 -3.777935940799898029e-01 -1.218514763573368409e+00 -1.323097330236679414e-01 4.634644907693973304e-01
-3.786489184559961307e-01 1.998840709421767850e-02 -2.405123606843648787e+00 -4.616752103458904299e-01 -6.239558415769882460e-01
4.971146481625734470e-01 5.381583397658797896e-01 5.051936789499651415e-01 1.777600735823732681e+00 -7.308101504543954574e-01
-1.169280115391673647e+00 1.447413080984653933e+00 -2.149943771513470603e-01 -8.161696895551416864e-01 -3.957932712325094166e-02
-3.363439866046439852e-01 6.636461221082134987e-01 6.221746174932462070e-01 -1.329458459786805324e+00 -4.570243027759404164e-01
6.808174270959642671e-01 9.713282197894768100e-01 8.802719922552525444e-01 2.315903492301328581e-01 -1.121308102064977108e+00
-1.459255369863989404e+00 2.107287700440412248e+00 1.808252953355441728e-01 -7.568149374792497719e-01 2.334049598686342541e+00
-8.385983474564101536e-02 3.043464468674678992e-03 2.259251929510632251e-01 3.359709780700490533e-01 -9.518272068349856729e-01
-7.242277322526871619e-02 2.477911634555130860e+00 -7.564385938995251690e-01 -1.788573931621298518e+00 -8.806515456486290194e-01
3.086562849660400287e-01 1.599687734030870834e+00 -5.132446430496859779e-01 -1.101817940173235727e-01 1.332851688202269846e+00
1.315946557502729375e+00 -3.839107090446445408e-02 -7.055802211634567556e-01 8.228456927089514705e-01 -6.233516084591592815e-02
6.627656841862159531e-01 -1.046465326050667333e+00 3.315062369106681062e-01 -9.831776800300994212e-01 1.760464485293657511e+00
-1.018018089742356080e+00 -1.473001641075434076e+00 8.950499898921110420e-01 1.933987889685612749e-01 2.088599502946864861e-01
8.433598461977108440e-02 -1.434417415481540115e+00 -3.407236734372560694e-01 6.066346278125887143e-02 1.072752515772761095e+00
-6.211503578710546591e-01 4.535714753071586891e-01 -2.098891401400981849e-01 -1.451327911795891323e-01 -3.372587523088028116e-01
1.902371823175807553e+00 9.786309160552522091e-01 1.961652546307036393e-01 -5.273125759868597939e-02 1.256302714824843791e+00
-5.173072889515897138e-02 7.805183965855863049e-01 -2.236590829203194408e-01 3.596860597626478362e-01 6.804234037525849210e-01
1.305709428033773323e+00 -2.926662288430401659e-01 -5.910215777793719205e-01 -6.856624141686092910e-01 -7.944185829122759612e-01
1.357571968499536874e+00 1.928886475678324164e+00 1.747979099306864903e+00 -4.749008355876092047e-01 -1.144908799099913610e+00
-1.481212915733832070e+00 6.883477814689864527e-01 -4.403824556730123740e-01 1.385483839311637322e+00 2.885980227084295469e-01
7.731609687731965108e-01 1.255123213376225566e+00 1.193793995832956423e+00 1.305502533400444642e+00 -6.564984684676046234e-01
1.245000084257485096e+00 4.840298388219454462e-01 -2.171315251948752467e-01 -5.156858094457256181e-01 -1.297702066831259160e-01
-1.535929380754220475e+00 -3.526321566360616222e-01 2.928644220925284980e-01 1.236734563113851326e+00 -5.833556284073424525e-01
9.801135871342540051e-01 -4.207221169169560460e-01 -5.505449723764704872e-01 -1.771940896690939127e+00 1.609898546103530448e+00
1.262525928364816030e+00 3.269802595057251238e-01 3.739614985254759993e-01 9.264575148592939513e-01 -1.392921059408301632e-01
2.848240064887689993e+00 7.523344446867691326e-01 1.777264364063680047e+00 -2.554506902100732724e-01 1.681922757972029947e+00
